target,control_set,column,is_flag,n_true,raw_mean_difference,partial_r,adjusted_effect,column_sd,effect_per_sd,p_value,q_value,significant
wage_per_return_thousands,size,content_length,False,,,0.1676705509711598,0.00458161144223881,393.78109741145545,1.8041519816376796,3.0255452731520314e-21,8.774081292140891e-20,True
wage_per_return_thousands,size,has_manufacturing,True,39.0,3.6493685603185853,-0.0036624176135862125,-0.33341877029338873,0.11071790996078786,-0.03691542938858002,0.8374076705350476,0.9156323018067417,False
wage_per_return_thousands,size,has_mining,True,40.0,-1.5894194122903684,-0.005544503362931908,-0.4975609814570375,0.11211032268569374,-0.05578172218695895,0.7560531821394246,0.9135642617518047,False
wage_per_return_thousands,size,has_oil_gas,True,17.0,-2.3658181865746215,-0.025076310275345102,-3.438820742356022,0.07335735547440661,-0.25226279560977355,0.15993869781596567,0.32075950688111426,False
wage_per_return_thousands,size,has_agriculture,True,123.0,1.9533076526142068,0.004182527583054292,0.21718613369058534,0.19394596397357716,0.04212237406031478,0.8147107580013125,0.9156323018067417,False
wage_per_return_thousands,size,has_tourism,True,90.0,4.803773542729111,0.020668662627767943,1.2510166126376323,0.1668051196348545,0.2086759757362107,0.2467764944342931,0.37665885992602627,False
wage_per_return_thousands,size,has_timber,True,28.0,-5.851787173277145,-0.04362228326063001,-4.669743923447646,0.09397941997595814,-0.43885982536186485,0.014470171947791322,0.059947855212278335,False
wage_per_return_thousands,size,has_logistics,True,11.0,12.88692061935648,0.023769216891712595,4.059578084440148,0.05906523529945863,0.2397799347739829,0.18285791815431932,0.33142997665470375,False
wage_per_return_thousands,size,has_university,True,121.0,7.014623504818843,0.030909521348772794,1.6343593286050664,0.19242639084713486,0.31449386695081943,0.08321789338144399,0.20110990900515632,False
wage_per_return_thousands,size,has_military_base,True,21.0,9.068837224061866,0.001297580770241301,0.16107785025652188,0.08147996164055847,0.013124617060045024,0.9420407962147503,0.9420407962147503,False
wage_per_return_thousands,size,has_protected_land,True,81.0,0.9755868711800346,0.0026025788208505997,0.1652228611166218,0.1584783065282673,0.026184239229517327,0.8840587741582334,0.9156323018067417,False
wage_per_return_thousands,size,has_tribal_land,True,79.0,-3.0745643583233004,-0.04672133989837084,-3.0018906481188017,0.15656066064568888,-0.46997798305559474,0.008811428853246423,0.05110628734882925,False
wage_per_return_thousands,size,has_river,True,489.0,1.2200723649604441,-0.020930737199697177,-0.5833676665471392,0.362518027234063,-0.2114812956288076,0.24083443582208564,0.37665885992602627,False
wage_per_return_thousands,size,has_interstate,True,58.0,2.5512264991418263,0.010034530779049065,0.7503397317145328,0.1346065830980827,0.10100066744882535,0.5739379515120321,0.723660895384736,False
wage_per_return_thousands,size,has_port,True,18.0,11.647442110145846,0.017702311114297615,2.3715902716895987,0.07547202148439068,0.1789887119371293,0.32121694372541987,0.4435853032398655,False
wage_per_return_thousands,size,n_industry_mentions,False,,,-0.0032002838326469674,-0.0780772299014656,0.41359328836964304,-0.03229221826173977,0.8576893205551561,0.9156323018067417,False
